nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
wesley_ballard,10.16.197.117,Tier 1,in,E1:1F:39:E8:48:05,ws-wesley_ballard,WESLEY,BALLARD,Bangalore
tod_savage,10.12.38.157,AZR,au,7F:24:BE:95:B8:46,ws-tod_savage,TOD,SAVAGE,Melbourne
hunter_calhoun,10.1.61.132,SEC,us,E2:C9:19:24:C8:79,ws-hunter_calhoun,HUNTER,CALHOUN,Boston
dee_ewing,10.11.2.250,Devices,cz,B4:9A:C2:F6:FC:19,ws-dee_ewing,DEE,EWING,Prague
drew_wooten,10.3.9.43,ServiceAccounts,us,75:6D:48:AD:64:FE,ws-drew_wooten,DREW,WOOTEN,Austin
hester_johnson,10.11.193.154,Groups,cz,80:08:5B:73:59:91,ws-hester_johnson,HESTER,JOHNSON,Prague
jamie_matthews,10.15.54.220,GOO,jp,96:AE:25:31:29:4A,ws-jamie_matthews,JAMIE,MATTHEWS,Tokyo
rory_horn,10.9.76.211,Devices,de,7C:52:EE:B4:63:59,ws-rory_horn,RORY,HORN,Munich
ginger_bush,10.5.48.5,Tier 2,gb,A6:F1:C1:0B:98:B0,ws-ginger_bush,GINGER,BUSH,Reading
tad_burton,10.8.44.222,Groups,ie,AC:27:83:02:FC:97,ws-tad_burton,TAD,BURTON,Galway
dollie_lott,10.7.50.204,T2-Permissions,ie,C5:17:04:12:3E:C2,ws-dollie_lott,DOLLIE,LOTT,Dublin
clement_rasmussen,10.11.208.122,Devices,cz,77:7B:9A:44:67:2C,ws-clement_rasmussen,CLEMENT,RASMUSSEN,Prague
shirley_willis,10.3.51.20,ServiceAccounts,us,EB:7F:2B:81:61:0A,ws-shirley_willis,SHIRLEY,WILLIS,Austin
dannie_padilla,10.5.97.78,ServiceAccounts,gb,C6:E6:FF:6B:95:23,ws-dannie_padilla,DANNIE,PADILLA,Reading
royce_beck,10.7.158.224,Devices,ie,28:C9:B0:E7:7F:3F,ws-royce_beck,ROYCE,BECK,Dublin
rafael_calhoun,10.8.158.125,Devices,ie,2C:53:92:26:4A:60,ws-rafael_calhoun,RAFAEL,CALHOUN,Galway
anderson_mason,10.1.187.10,.SecFrame.com,us,45:2D:0B:41:DE:CA,ws-anderson_mason,ANDERSON,MASON,Boston
wade_snow,10.11.66.23,ServiceAccounts,cz,9C:BB:F6:6E:BB:FF,ws-wade_snow,WADE,SNOW,Prague
eduardo_york,10.8.140.195,TST,ie,88:37:5F:EE:37:65,ws-eduardo_york,EDUARDO,YORK,Galway
ellis_callahan,10.9.143.37,Groups,de,AA:03:76:63:CD:A2,ws-ellis_callahan,ELLIS,CALLAHAN,Munich
lourdes_sykes,10.12.57.126,Devices,au,0B:1E:FF:FB:FB:2D,ws-lourdes_sykes,LOURDES,SYKES,Melbourne
melanie_daugherty,10.3.223.104,ITS,us,0B:3A:C2:44:57:8A,ws-melanie_daugherty,MELANIE,DAUGHERTY,Austin
nadia_whitfield,10.15.200.69,Admin,jp,91:31:E6:24:C0:87,ws-nadia_whitfield,NADIA,WHITFIELD,Tokyo
lori_pittman,10.9.24.53,Groups,de,6A:74:2C:64:42:9A,ws-lori_pittman,LORI,PITTMAN,Munich
meghan_nunez,10.10.197.236,ServiceAccounts,fr,3A:78:F0:9E:29:52,ws-meghan_nunez,MEGHAN,NUNEZ,Paris
amalia_schmidt,10.12.91.126,Groups,au,93:EB:B1:0B:16:E9,ws-amalia_schmidt,AMALIA,SCHMIDT,Melbourne
denny_forbes,10.5.64.60,ServiceAccounts,gb,E3:AF:B1:09:2E:19,ws-denny_forbes,DENNY,FORBES,Reading
ray_dudley,10.14.151.240,Deprovisioned,il,78:AE:0D:BA:11:B6,ws-ray_dudley,RAY,DUDLEY,Tel Aviv
nickolas_dickson,10.5.121.74,Test,gb,40:4D:2D:CB:0B:46,ws-nickolas_dickson,NICKOLAS,DICKSON,Reading
mariano_hall,10.6.214.75,Groups,ie,F8:21:82:6F:55:81,ws-mariano_hall,MARIANO,HALL,Belfast
krystal_palmer,10.9.28.26,Groups,de,85:08:57:70:18:91,ws-krystal_palmer,KRYSTAL,PALMER,Munich
lena_glover,10.13.229.16,FSR,sg,BA:2C:2D:34:DA:A2,ws-lena_glover,LENA,GLOVER,Singapore
zachary_bates,10.8.153.168,Groups,ie,7D:7A:16:2B:8C:F7,ws-zachary_bates,ZACHARY,BATES,Galway
eloy_curry,10.9.184.243,Devices,de,5B:F9:59:BA:1B:3B,ws-eloy_curry,ELOY,CURRY,Munich
phil_mercer,10.10.134.115,ServiceAccounts,fr,ED:41:DC:BA:90:B8,ws-phil_mercer,PHIL,MERCER,Paris
keven_britt,10.9.154.70,Groups,de,0D:AF:58:1B:75:89,ws-keven_britt,KEVEN,BRITT,Munich
isidro_ellison,10.15.225.227,ServiceAccounts,jp,61:6B:38:8F:EE:98,ws-isidro_ellison,ISIDRO,ELLISON,Tokyo
chadwick_bernard,10.6.37.132,Groups,ie,A9:A3:9F:0C:91:05,ws-chadwick_bernard,CHADWICK,BERNARD,Belfast
enid_spencer,10.6.158.251,Devices,ie,B7:1C:FF:30:38:CF,ws-enid_spencer,ENID,SPENCER,Belfast
hubert_davis,10.2.79.195,Devices,us,BC:8C:87:92:65:92,ws-hubert_davis,HUBERT,DAVIS,Arlington
tory_booker,10.5.110.222,Groups,gb,BB:62:65:EB:3D:71,ws-tory_booker,TORY,BOOKER,Reading
kayla_hines,10.7.192.249,T1-Accounts,ie,9F:30:73:29:66:2D,ws-kayla_hines,KAYLA,HINES,Dublin
darla_calderon,10.7.169.50,T1-Permissions,ie,0E:F6:10:00:6D:D0,ws-darla_calderon,DARLA,CALDERON,Dublin
ernie_frank,10.11.115.206,T1-Roles,cz,BA:25:35:FC:32:74,ws-ernie_frank,ERNIE,FRANK,Prague
richard_erickson,10.12.238.217,ServiceAccounts,au,A3:92:56:8E:11:7C,ws-richard_erickson,RICHARD,ERICKSON,Melbourne
emmett_rowe,10.12.142.73,Devices,au,7D:8B:3F:5C:F5:7E,ws-emmett_rowe,EMMETT,ROWE,Melbourne
madelyn_johnston,10.4.95.23,Devices,us,44:36:9E:84:3C:56,ws-madelyn_johnston,MADELYN,JOHNSTON,Tampa
lorrie_underwood,10.16.77.199,Test,in,BB:42:AA:4E:38:85,ws-lorrie_underwood,LORRIE,UNDERWOOD,Bangalore
sammy_farrell,10.13.224.57,Groups,sg,04:66:AE:A3:A4:B6,ws-sammy_farrell,SAMMY,FARRELL,Singapore
edgar_gallagher,10.9.237.10,ServiceAccounts,de,65:85:DC:74:D2:BB,ws-edgar_gallagher,EDGAR,GALLAGHER,Munich
stevie_marks,10.2.138.34,Groups,us,D1:69:E2:83:B6:AF,ws-stevie_marks,STEVIE,MARKS,Arlington
alexandria_fields,10.6.192.97,ITS,ie,88:21:FD:37:EE:3A,ws-alexandria_fields,ALEXANDRIA,FIELDS,Belfast
rosario_griffith,10.4.131.239,GOO,us,CF:E3:0D:5E:C0:00,ws-rosario_griffith,ROSARIO,GRIFFITH,Tampa
omar_king,10.3.231.243,Test,us,61:AD:A3:F7:69:F4,ws-omar_king,OMAR,KING,Austin
bert_sellers,10.8.5.30,ServiceAccounts,ie,5D:EA:3F:BB:B4:C5,ws-bert_sellers,BERT,SELLERS,Galway
nell_grimes,10.8.77.246,Test,ie,02:82:53:57:21:5E,ws-nell_grimes,NELL,GRIMES,Galway
alexis_wilkins,10.16.247.171,FIN,in,6B:14:54:62:4A:F2,ws-alexis_wilkins,ALEXIS,WILKINS,Bangalore
denny_chase,10.9.33.186,Devices,de,19:EB:39:1B:E7:F5,ws-denny_chase,DENNY,CHASE,Munich
edgardo_faulkner,10.13.14.66,ServiceAccounts,sg,C5:D5:E1:B7:DA:6E,ws-edgardo_faulkner,EDGARDO,FAULKNER,Singapore
wyatt_may,10.13.190.141,ServiceAccounts,sg,D1:29:86:BB:D2:21,ws-wyatt_may,WYATT,MAY,Singapore
april_barr,10.8.7.145,Devices,ie,7C:92:B1:A5:A5:FF,ws-april_barr,APRIL,BARR,Galway
shelby_perez,10.11.63.132,Test,cz,1E:84:6E:5A:28:0B,ws-shelby_perez,SHELBY,PEREZ,Prague
socorro_vinson,10.7.77.35,GOO,ie,16:65:E5:56:8C:DA,ws-socorro_vinson,SOCORRO,VINSON,Dublin
barbra_oneil,10.12.11.161,ESM,au,C6:5B:4B:5C:9A:C2,ws-barbra_oneil,BARBRA,ONEIL,Melbourne
jaime_owen,10.15.18.49,Devices,jp,B1:52:2F:AE:1F:81,ws-jaime_owen,JAIME,OWEN,Tokyo
al_saunders,10.8.105.227,Devices,ie,94:47:29:5F:3B:7F,ws-al_saunders,AL,SAUNDERS,Galway
goldie_everett,10.3.60.161,Groups,us,2C:F3:E0:08:4D:41,ws-goldie_everett,GOLDIE,EVERETT,Austin
gracie_shields,10.15.35.10,Devices,jp,90:6C:6D:DA:4C:42,ws-gracie_shields,GRACIE,SHIELDS,Tokyo
brigitte_curtis,10.1.53.169,SEC,us,5B:14:0D:95:76:E1,ws-brigitte_curtis,BRIGITTE,CURTIS,Boston
rod_giles,10.9.165.7,FSR,de,09:1E:9B:AB:7A:F0,ws-rod_giles,ROD,GILES,Munich
jamel_santos,10.14.71.164,Test,il,37:65:C1:37:A1:DC,ws-jamel_santos,JAMEL,SANTOS,Tel Aviv
beryl_fields,10.12.73.36,Devices,au,E9:3C:2E:66:09:DA,ws-beryl_fields,BERYL,FIELDS,Melbourne
tracey_sutton,10.1.90.113,ServiceAccounts,us,C8:7F:64:E5:A4:7E,ws-tracey_sutton,TRACEY,SUTTON,Boston
santos_mendoza,10.6.2.156,Test,ie,89:62:AC:8B:C0:4D,ws-santos_mendoza,SANTOS,MENDOZA,Belfast
molly_rivers,10.5.216.105,Devices,gb,C8:1F:C0:10:3A:44,ws-molly_rivers,MOLLY,RIVERS,Reading
giovanni_holman,10.2.170.126,Devices,us,B5:9F:F5:45:36:40,ws-giovanni_holman,GIOVANNI,HOLMAN,Arlington
susan_west,10.14.3.5,Devices,il,C6:13:0A:F6:A0:C3,ws-susan_west,SUSAN,WEST,Tel Aviv
ed_gomez,10.16.132.215,Tier 2,in,70:41:BF:4E:3D:B0,ws-ed_gomez,ED,GOMEZ,Bangalore
lyman_henson,10.2.213.175,Test,us,84:37:5F:EC:89:07,ws-lyman_henson,LYMAN,HENSON,Arlington
effie_mcneil,10.16.3.53,Test,in,6B:FA:77:46:58:31,ws-effie_mcneil,EFFIE,MCNEIL,Bangalore
callie_hardin,10.8.227.145,OGC,ie,7B:4E:8E:22:44:1B,ws-callie_hardin,CALLIE,HARDIN,Galway
jeannie_collier,10.11.151.170,Test,cz,CD:FC:05:3D:6C:BB,ws-jeannie_collier,JEANNIE,COLLIER,Prague
nola_hyde,10.13.151.12,T1-Roles,sg,4A:A4:26:49:84:D2,ws-nola_hyde,NOLA,HYDE,Singapore
erick_chaney,10.9.200.131,TST,de,30:EF:EC:59:DA:E6,ws-erick_chaney,ERICK,CHANEY,Munich
lamar_spence,10.6.75.69,Test,ie,06:BA:B7:3E:96:D7,ws-lamar_spence,LAMAR,SPENCE,Belfast
carroll_rocha,10.1.180.58,HRE,us,3B:22:7B:C4:EB:89,ws-carroll_rocha,CARROLL,ROCHA,Boston
tim_dudley,10.7.211.223,ServiceAccounts,ie,92:2C:6B:3A:C3:B7,ws-tim_dudley,TIM,DUDLEY,Dublin
lorna_fields,10.7.151.125,Devices,ie,21:48:3A:68:13:EA,ws-lorna_fields,LORNA,FIELDS,Dublin
katelyn_campbell,10.10.47.6,Devices,fr,02:09:EB:54:2D:6F,ws-katelyn_campbell,KATELYN,CAMPBELL,Paris
ilene_hull,10.11.39.42,Groups,cz,BD:B8:AA:DF:EE:1D,ws-ilene_hull,ILENE,HULL,Prague
rodney_ferrell,10.13.186.89,T2-Servers,sg,4F:59:0B:A1:E7:C8,ws-rodney_ferrell,RODNEY,FERRELL,Singapore
marva_morse,10.11.217.122,Devices,cz,7A:39:FF:B7:56:63,ws-marva_morse,MARVA,MORSE,Prague
clifton_parsons,10.9.101.162,ITS,de,7B:6B:0F:E6:EF:99,ws-clifton_parsons,CLIFTON,PARSONS,Munich
ted_kemp,10.8.188.77,Test,ie,AA:8F:E8:67:93:4E,ws-ted_kemp,TED,KEMP,Galway
ivan_miller,10.1.152.132,Groups,us,90:91:00:B6:33:8F,ws-ivan_miller,IVAN,MILLER,Boston
corine_cortez,10.5.60.55,ServiceAccounts,gb,56:DC:99:87:78:5C,ws-corine_cortez,CORINE,CORTEZ,Reading
vilma_johnson,10.13.69.84,Groups,sg,EA:34:0E:AD:AA:0A,ws-vilma_johnson,VILMA,JOHNSON,Singapore
lawrence_petersen,10.15.109.233,ESM,jp,13:1A:15:A3:DD:F7,ws-lawrence_petersen,LAWRENCE,PETERSEN,Tokyo
cindy_gould,10.1.72.124,Test,us,A8:8B:C9:19:CC:FB,ws-cindy_gould,CINDY,GOULD,Boston
christy_riggs,10.6.163.200,Test,ie,94:61:3C:47:B4:8D,ws-christy_riggs,CHRISTY,RIGGS,Belfast
grace_yang,10.1.163.42,T0-Devices,us,5C:27:C3:B9:08:F0,ws-grace_yang,GRACE,YANG,Boston
lucinda_molina,10.16.157.157,Test,in,55:A0:FB:B5:35:A3,ws-lucinda_molina,LUCINDA,MOLINA,Bangalore
beatrice_mendoza,10.15.241.131,Test,jp,7A:7A:54:AE:43:F7,ws-beatrice_mendoza,BEATRICE,MENDOZA,Tokyo
marjorie_gray,10.3.55.100,Tier 2,us,2A:03:C7:34:2B:3D,ws-marjorie_gray,MARJORIE,GRAY,Austin
myrtle_moran,10.10.47.163,ServiceAccounts,fr,4F:25:2F:EE:4F:A7,ws-myrtle_moran,MYRTLE,MORAN,Paris
liza_dudley,10.6.145.184,Devices,ie,E4:62:EA:4A:D9:E1,ws-liza_dudley,LIZA,DUDLEY,Belfast
darnell_brooks,10.12.175.169,Deprovisioned,au,78:A9:7A:6E:CC:D4,ws-darnell_brooks,DARNELL,BROOKS,Melbourne
joni_patton,10.14.245.40,Groups,il,23:9D:51:77:D4:92,ws-joni_patton,JONI,PATTON,Tel Aviv
lilia_sexton,10.9.109.223,OGC,de,B0:FF:97:CC:CA:FA,ws-lilia_sexton,LILIA,SEXTON,Munich
sang_mccormick,10.13.216.172,Devices,sg,E3:4B:ED:00:DD:04,ws-sang_mccormick,SANG,MCCORMICK,Singapore
henrietta_bass,10.7.209.232,T2-Accounts,ie,BD:0B:01:AD:D6:EE,ws-henrietta_bass,HENRIETTA,BASS,Dublin
jame_miller,10.10.57.8,FIN,fr,E1:27:42:DE:38:6B,ws-jame_miller,JAME,MILLER,Paris
brock_webster,10.14.148.239,Devices,il,20:5B:2C:2F:63:E9,ws-brock_webster,BROCK,WEBSTER,Tel Aviv
ronda_cherry,10.3.75.74,Devices,us,40:ED:A9:06:4A:B5,ws-ronda_cherry,RONDA,CHERRY,Austin
laverne_monroe,10.9.127.44,ServiceAccounts,de,E4:6E:2A:38:A2:EE,ws-laverne_monroe,LAVERNE,MONROE,Munich
mariana_shepard,10.7.173.3,HRE,ie,DB:36:0E:4C:5C:8A,ws-mariana_shepard,MARIANA,SHEPARD,Dublin
caitlin_ayala,10.12.222.51,T2-Accounts,au,40:DE:A3:7B:E6:07,ws-caitlin_ayala,CAITLIN,AYALA,Melbourne
dominique_burgess,10.11.205.157,Test,cz,7D:13:81:42:9B:0C,ws-dominique_burgess,DOMINIQUE,BURGESS,Prague
brett_sharp,10.2.1.123,Groups,us,C4:58:C7:D7:38:10,ws-brett_sharp,BRETT,SHARP,Arlington
hallie_kidd,10.16.157.170,FIN,in,FF:CB:8C:8C:C2:A8,ws-hallie_kidd,HALLIE,KIDD,Bangalore
mack_clarke,10.13.58.69,Test,sg,70:E7:26:E6:2F:23,ws-mack_clarke,MACK,CLARKE,Singapore
lindsey_travis,10.2.154.156,Testing,us,45:EC:30:EC:39:DB,ws-lindsey_travis,LINDSEY,TRAVIS,Arlington
pierre_lee,10.11.113.63,Test,cz,F3:8C:A4:91:74:1B,ws-pierre_lee,PIERRE,LEE,Prague
robin_merritt,10.16.109.90,Test,in,E7:9B:1C:5D:DB:73,ws-robin_merritt,ROBIN,MERRITT,Bangalore
augusta_simpson,10.14.218.197,T2-Servers,il,B2:73:57:FD:48:F1,ws-augusta_simpson,AUGUSTA,SIMPSON,Tel Aviv
christa_lindsey,10.1.159.57,Test,us,D6:FC:75:BC:53:04,ws-christa_lindsey,CHRISTA,LINDSEY,Boston
bonnie_mcneil,10.15.82.152,Devices,jp,0D:A5:8B:41:44:AD,ws-bonnie_mcneil,BONNIE,MCNEIL,Tokyo
terri_gordon,10.2.173.22,T1-Devices,us,1E:AA:D6:FC:40:93,ws-terri_gordon,TERRI,GORDON,Arlington
nanette_luna,10.13.85.207,Groups,sg,2C:2D:F5:22:33:32,ws-nanette_luna,NANETTE,LUNA,Singapore
beulah_ellis,10.8.14.9,Tier 1,ie,9F:47:A1:94:87:F3,ws-beulah_ellis,BEULAH,ELLIS,Galway
flossie_vang,10.4.185.172,ESM,us,A0:DE:E0:5C:1C:90,ws-flossie_vang,FLOSSIE,VANG,Tampa
rosendo_david,10.13.166.70,ServiceAccounts,sg,60:A6:37:6A:38:DC,ws-rosendo_david,ROSENDO,DAVID,Singapore
roxie_dalton,10.8.16.60,ServiceAccounts,ie,2A:FA:69:32:6E:D8,ws-roxie_dalton,ROXIE,DALTON,Galway
esmeralda_robertson,10.9.74.244,ServiceAccounts,de,A6:27:26:07:DB:5F,ws-esmeralda_robertson,ESMERALDA,ROBERTSON,Munich
marion_witt,10.15.166.59,AWS,jp,96:66:AF:36:08:48,ws-marion_witt,MARION,WITT,Tokyo
hector_forbes,10.1.204.84,ServiceAccounts,us,CF:4B:8C:97:B3:41,ws-hector_forbes,HECTOR,FORBES,Boston
shawn_mccall,10.12.231.221,Devices,au,D7:9F:E5:2B:01:99,ws-shawn_mccall,SHAWN,MCCALL,Melbourne
joe_keith,10.3.44.91,Groups,us,60:AE:27:B6:C2:77,ws-joe_keith,JOE,KEITH,Austin
theresa_galloway,10.2.129.15,Test,us,95:28:F2:6C:E2:5B,ws-theresa_galloway,THERESA,GALLOWAY,Arlington
ethan_buchanan,10.4.179.152,Test,us,A3:38:1C:8E:A0:74,ws-ethan_buchanan,ETHAN,BUCHANAN,Tampa
javier_hull,10.7.108.140,Groups,ie,13:3F:98:FF:D2:96,ws-javier_hull,JAVIER,HULL,Dublin
jeff_hyde,10.4.65.198,Devices,us,1B:50:38:1C:57:E3,ws-jeff_hyde,JEFF,HYDE,Tampa
lynn_browning,10.16.13.40,Stage,in,7A:C0:FD:3B:4B:EB,ws-lynn_browning,LYNN,BROWNING,Bangalore
valerie_best,10.8.148.49,AWS,ie,F0:D9:BD:B4:1D:E6,ws-valerie_best,VALERIE,BEST,Galway
timothy_freeman,10.8.99.80,Devices,ie,2C:7D:8D:81:FB:4F,ws-timothy_freeman,TIMOTHY,FREEMAN,Galway
jannie_underwood,10.2.160.86,ESM,us,16:E6:0E:A2:3E:1B,ws-jannie_underwood,JANNIE,UNDERWOOD,Arlington
sherman_underwood,10.14.77.158,ServiceAccounts,il,F5:C2:72:F7:C1:3E,ws-sherman_underwood,SHERMAN,UNDERWOOD,Tel Aviv
dominique_erickson,10.10.49.149,Admin,fr,E1:0B:04:67:8C:93,ws-dominique_erickson,DOMINIQUE,ERICKSON,Paris
hank_mercado,10.5.231.231,AZR,gb,46:16:84:42:DC:FC,ws-hank_mercado,HANK,MERCADO,Reading
pauline_prince,10.10.240.15,Test,fr,6E:A2:E4:98:27:96,ws-pauline_prince,PAULINE,PRINCE,Paris
fran_jacobson,10.2.32.244,Groups,us,B3:DB:A7:0C:BC:F8,ws-fran_jacobson,FRAN,JACOBSON,Arlington
herminia_bonner,10.13.215.154,TST,sg,CC:AE:A0:9B:10:9C,ws-herminia_bonner,HERMINIA,BONNER,Singapore
lilian_nieves,10.10.185.64,ServiceAccounts,fr,C4:FF:60:F4:8A:EE,ws-lilian_nieves,LILIAN,NIEVES,Paris
alfredo_stephens,10.6.13.23,Test,ie,0B:99:08:D4:EB:22,ws-alfredo_stephens,ALFREDO,STEPHENS,Belfast
gertrude_hendrix,10.9.133.101,Deprovisioned,de,B3:52:83:AC:D2:F2,ws-gertrude_hendrix,GERTRUDE,HENDRIX,Munich
loraine_cooke,10.1.183.93,Groups,us,79:F6:77:BC:A5:8E,ws-loraine_cooke,LORAINE,COOKE,Boston
warren_griffin,10.16.60.150,ServiceAccounts,in,C7:E8:73:33:ED:F8,ws-warren_griffin,WARREN,GRIFFIN,Bangalore
lucile_matthews,10.7.235.91,T0-Roles,ie,BC:F8:3A:8A:89:93,ws-lucile_matthews,LUCILE,MATTHEWS,Dublin
lon_gates,10.6.53.207,Domain Controllers,ie,B7:24:76:C3:2E:08,ws-lon_gates,LON,GATES,Belfast
johnny_fischer,10.2.210.101,Test,us,04:0B:73:E1:DF:23,ws-johnny_fischer,JOHNNY,FISCHER,Arlington
genevieve_saunders,10.2.142.39,FIN,us,D2:A4:98:B3:16:50,ws-genevieve_saunders,GENEVIEVE,SAUNDERS,Arlington
linwood_hardy,10.9.247.230,Groups,de,DB:67:FB:05:AC:87,ws-linwood_hardy,LINWOOD,HARDY,Munich
mollie_bolton,10.16.166.59,ServiceAccounts,in,7C:0D:8A:38:D7:69,ws-mollie_bolton,MOLLIE,BOLTON,Bangalore
linda_porter,10.4.109.174,ServiceAccounts,us,D3:12:CE:E2:90:AD,ws-linda_porter,LINDA,PORTER,Tampa
ana_warren,10.4.24.182,HRE,us,8F:06:C0:2E:AE:AD,ws-ana_warren,ANA,WARREN,Tampa
elma_davis,10.10.66.49,HRE,fr,48:09:64:B4:65:DC,ws-elma_davis,ELMA,DAVIS,Paris
ruth_snyder,10.9.102.193,ServiceAccounts,de,6C:3B:12:EA:BA:85,ws-ruth_snyder,RUTH,SNYDER,Munich
lana_brock,10.11.17.24,Test,cz,1C:0F:A1:35:19:A7,ws-lana_brock,LANA,BROCK,Prague
genaro_peterson,10.14.244.147,Test,il,7D:59:E0:50:27:05,ws-genaro_peterson,GENARO,PETERSON,Tel Aviv
donna_jimenez,10.11.18.90,Devices,cz,04:66:80:0A:EF:C3,ws-donna_jimenez,DONNA,JIMENEZ,Prague
josefina_hess,10.11.249.67,T0-Accounts,cz,AC:47:0C:5F:C8:46,ws-josefina_hess,JOSEFINA,HESS,Prague
demetrius_warner,10.4.59.114,ServiceAccounts,us,4B:79:69:F5:F7:A8,ws-demetrius_warner,DEMETRIUS,WARNER,Tampa
tonya_dyer,10.15.90.181,HRE,jp,E1:1E:3F:6C:13:50,ws-tonya_dyer,TONYA,DYER,Tokyo
manuela_ryan,10.9.226.6,Test,de,47:FB:7F:DF:75:06,ws-manuela_ryan,MANUELA,RYAN,Munich
lucy_giles,10.2.148.194,T1-Servers,us,32:4E:12:0C:C2:D9,ws-lucy_giles,LUCY,GILES,Arlington
wilson_brooks,10.16.157.109,Test,in,00:0C:1B:C2:D6:33,ws-wilson_brooks,WILSON,BROOKS,Bangalore
damion_vega,10.6.81.115,Devices,ie,61:B4:BF:6B:BD:06,ws-damion_vega,DAMION,VEGA,Belfast
jaime_bass,10.5.208.50,Devices,gb,BF:A6:14:E3:47:98,ws-jaime_bass,JAIME,BASS,Reading
tabatha_rhodes,10.9.176.163,Groups,de,1A:DE:20:71:21:44,ws-tabatha_rhodes,TABATHA,RHODES,Munich
annette_lloyd,10.15.230.227,Staging,jp,12:89:A8:E0:DF:CF,ws-annette_lloyd,ANNETTE,LLOYD,Tokyo
irving_farley,10.9.247.168,Devices,de,3D:20:18:C3:E9:5D,ws-irving_farley,IRVING,FARLEY,Munich
gertrude_terrell,10.15.83.172,T2-Roles,jp,9B:41:09:80:15:07,ws-gertrude_terrell,GERTRUDE,TERRELL,Tokyo
latisha_french,10.9.120.1,OGC,de,4B:B0:3E:86:0A:BD,ws-latisha_french,LATISHA,FRENCH,Munich
latonya_logan,10.8.174.196,T1-Accounts,ie,71:74:8F:F1:B0:DB,ws-latonya_logan,LATONYA,LOGAN,Galway
grover_rollins,10.9.155.46,TST,de,39:DB:4B:1B:6C:F7,ws-grover_rollins,GROVER,ROLLINS,Munich
willa_holmes,10.6.156.145,Test,ie,94:43:CB:A4:7F:28,ws-willa_holmes,WILLA,HOLMES,Belfast
maxwell_wiley,10.1.173.215,Tier 2,us,94:E2:85:CA:E3:91,ws-maxwell_wiley,MAXWELL,WILEY,Boston
jacquelyn_bennett,10.15.158.73,BDE,jp,3B:97:C1:FD:F3:B4,ws-jacquelyn_bennett,JACQUELYN,BENNETT,Tokyo
ismael_savage,10.3.82.251,Test,us,4C:06:9D:75:B7:16,ws-ismael_savage,ISMAEL,SAVAGE,Austin
wilma_whitehead,10.1.25.64,ServiceAccounts,us,B1:76:B1:EC:2C:D9,ws-wilma_whitehead,WILMA,WHITEHEAD,Boston
amelia_reid,10.13.4.211,Devices,sg,90:D3:8E:03:E5:38,ws-amelia_reid,AMELIA,REID,Singapore
tyree_lyons,10.6.64.118,Groups,ie,45:9E:3F:2E:CB:51,ws-tyree_lyons,TYREE,LYONS,Belfast
hollie_glenn,10.9.194.181,ServiceAccounts,de,18:7E:CA:40:15:B4,ws-hollie_glenn,HOLLIE,GLENN,Munich
vern_simon,10.3.43.167,Groups,us,73:49:C2:76:0E:6F,ws-vern_simon,VERN,SIMON,Austin
gino_bonner,10.5.52.32,Groups,gb,BA:46:15:36:65:66,ws-gino_bonner,GINO,BONNER,Reading
sean_fuller,10.9.241.91,Groups,de,86:3A:45:50:F1:B2,ws-sean_fuller,SEAN,FULLER,Munich
steven_mckay,10.16.69.245,T1-Accounts,in,0C:84:23:9D:37:4E,ws-steven_mckay,STEVEN,MCKAY,Bangalore
lyle_hood,10.16.200.218,FIN,in,09:66:B6:8D:07:BC,ws-lyle_hood,LYLE,HOOD,Bangalore
denise_cruz,10.9.151.99,ServiceAccounts,de,A6:4B:FB:B1:11:A2,ws-denise_cruz,DENISE,CRUZ,Munich
rosalind_bolton,10.2.239.182,Devices,us,6D:CE:4D:71:06:DF,ws-rosalind_bolton,ROSALIND,BOLTON,Arlington
noemi_stewart,10.15.153.171,HRE,jp,29:F2:89:41:E4:EC,ws-noemi_stewart,NOEMI,STEWART,Tokyo
ronnie_carey,10.16.65.107,ServiceAccounts,in,20:6D:23:95:76:72,ws-ronnie_carey,RONNIE,CAREY,Bangalore
valarie_haney,10.9.229.46,Devices,de,B5:5C:58:A1:77:B6,ws-valarie_haney,VALARIE,HANEY,Munich
teresa_riley,10.4.185.153,T2-Devices,us,E7:41:EA:65:7A:9C,ws-teresa_riley,TERESA,RILEY,Tampa
john_sellers,10.3.239.154,Devices,us,21:AC:23:BC:C9:09,ws-john_sellers,JOHN,SELLERS,Austin
demetrius_baird,10.16.27.211,ServiceAccounts,in,2C:E3:2C:57:47:63,ws-demetrius_baird,DEMETRIUS,BAIRD,Bangalore
lakeisha_pugh,10.8.29.15,ITS,ie,16:DA:7E:A2:55:2E,ws-lakeisha_pugh,LAKEISHA,PUGH,Galway
lavern_johns,10.8.148.143,ServiceAccounts,ie,15:D4:42:01:EF:78,ws-lavern_johns,LAVERN,JOHNS,Galway
jeannie_reese,10.8.191.92,ServiceAccounts,ie,C5:D8:43:E7:C0:DA,ws-jeannie_reese,JEANNIE,REESE,Galway
luther_mccarty,10.14.130.60,Groups,il,A7:3D:CC:6F:01:B1,ws-luther_mccarty,LUTHER,MCCARTY,Tel Aviv
lionel_burks,10.16.102.91,Devices,in,60:19:64:E6:10:D8,ws-lionel_burks,LIONEL,BURKS,Bangalore
