nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
williams_sanders,10.3.122.36,Groups,us,0D:2B:5E:A8:FA:FE,ws-williams_sanders,WILLIAMS,SANDERS,Austin
petra_burnett,10.1.178.88,Groups,us,FC:C5:9F:2E:BA:26,ws-petra_burnett,PETRA,BURNETT,Boston
sally_william,10.8.78.107,Devices,ie,0F:37:AA:58:9F:A2,ws-sally_william,SALLY,WILLIAM,Galway
erik_kirby,10.6.99.77,AZR,ie,30:62:61:F3:BC:B3,ws-erik_kirby,ERIK,KIRBY,Belfast
shawna_palmer,10.8.150.70,Deprovisioned,ie,B1:9A:6C:51:73:D7,ws-shawna_palmer,SHAWNA,PALMER,Galway
josef_mcconnell,10.5.86.135,SEC,gb,B7:23:92:9F:12:AF,ws-josef_mcconnell,JOSEF,MCCONNELL,Reading
adolfo_melton,10.13.24.29,FIN,sg,5E:58:A9:4B:B5:41,ws-adolfo_melton,ADOLFO,MELTON,Singapore
sharon_shaffer,10.7.49.26,Grouper-Groups,ie,18:44:01:3A:C1:94,ws-sharon_shaffer,SHARON,SHAFFER,Dublin
wendi_bailey,10.4.77.135,ServiceAccounts,us,03:DE:0E:B6:E3:66,ws-wendi_bailey,WENDI,BAILEY,Tampa
troy_silva,10.6.209.94,T2-Roles,ie,B6:78:F8:B2:0D:AB,ws-troy_silva,TROY,SILVA,Belfast
lara_bean,10.1.39.95,AWS-Labs,us,8F:7C:BA:03:B9:A9,ws-lara_bean,LARA,BEAN,Boston
karen_mayer,10.13.197.162,Test,sg,21:14:E0:A2:D0:8C,ws-karen_mayer,KAREN,MAYER,Singapore
matilda_hopper,10.13.234.155,Test,sg,F3:9F:96:D6:7B:A9,ws-matilda_hopper,MATILDA,HOPPER,Singapore
myles_reynolds,10.14.100.16,ServiceAccounts,il,70:78:F3:48:13:8A,ws-myles_reynolds,MYLES,REYNOLDS,Tel Aviv
rodolfo_henderson,10.6.168.77,Groups,ie,69:0D:48:13:1B:B7,ws-rodolfo_henderson,RODOLFO,HENDERSON,Belfast
jerome_schmidt,10.6.157.25,ServiceAccounts,ie,50:9A:FA:13:81:33,ws-jerome_schmidt,JEROME,SCHMIDT,Belfast
zane_gallagher,10.8.242.124,Groups,ie,48:E1:22:64:8A:57,ws-zane_gallagher,ZANE,GALLAGHER,Galway
mitchell_mendez,10.15.93.79,ServiceAccounts,jp,1C:2C:0E:EE:BC:F9,ws-mitchell_mendez,MITCHELL,MENDEZ,Tokyo
thurman_bowers,10.5.180.89,Test,gb,76:92:A7:C9:1E:EC,ws-thurman_bowers,THURMAN,BOWERS,Reading
carson_bender,10.4.23.40,Groups,us,9A:18:57:CB:B6:6B,ws-carson_bender,CARSON,BENDER,Tampa
reginald_goodman,10.12.43.140,ServiceAccounts,au,79:51:08:06:26:21,ws-reginald_goodman,REGINALD,GOODMAN,Melbourne
courtney_key,10.3.214.117,Devices,us,C3:3F:BD:A7:32:4D,ws-courtney_key,COURTNEY,KEY,Austin
marcella_woodard,10.13.90.34,Devices,sg,D5:2F:6B:F2:74:58,ws-marcella_woodard,MARCELLA,WOODARD,Singapore
dominique_mcmillan,10.1.116.209,Devices,us,8E:74:DA:E5:46:4E,ws-dominique_mcmillan,DOMINIQUE,MCMILLAN,Boston
boyd_malone,10.11.27.7,Test,cz,55:AD:73:4B:68:AE,ws-boyd_malone,BOYD,MALONE,Prague
katharine_mcmillan,10.16.189.164,ITS,in,62:50:33:A0:BB:89,ws-katharine_mcmillan,KATHARINE,MCMILLAN,Bangalore
elaine_reyes,10.4.7.135,Devices,us,B3:78:0F:3E:0C:88,ws-elaine_reyes,ELAINE,REYES,Tampa
erich_knight,10.15.73.190,FSR,jp,CA:40:2E:06:0F:DF,ws-erich_knight,ERICH,KNIGHT,Tokyo
coleen_tran,10.8.203.101,HRE,ie,F0:4D:5C:82:C8:0B,ws-coleen_tran,COLEEN,TRAN,Galway
ollie_velazquez,10.2.135.10,ServiceAccounts,us,CD:E5:B3:22:56:EE,ws-ollie_velazquez,OLLIE,VELAZQUEZ,Arlington
phil_sweet,10.2.118.98,Test,us,47:AC:CF:BB:81:E0,ws-phil_sweet,PHIL,SWEET,Arlington
lynn_barnes,10.9.220.60,Test,de,18:86:17:41:82:1A,ws-lynn_barnes,LYNN,BARNES,Munich
alvin_giles,10.3.36.249,Devices,us,EE:3D:04:5C:FD:FF,ws-alvin_giles,ALVIN,GILES,Austin
sam_woodward,10.1.18.3,Groups,us,82:D0:66:45:47:F3,ws-sam_woodward,SAM,WOODWARD,Boston
bernice_lamb,10.7.108.240,Groups,ie,F5:CC:6F:35:EF:44,ws-bernice_lamb,BERNICE,LAMB,Dublin
warren_sears,10.3.166.152,FIN,us,DC:E2:03:F9:83:32,ws-warren_sears,WARREN,SEARS,Austin
jayne_pitts,10.11.31.66,SEC,cz,08:29:CD:DF:85:F2,ws-jayne_pitts,JAYNE,PITTS,Prague
shana_bender,10.15.171.18,Devices,jp,C0:82:44:F7:7F:52,ws-shana_bender,SHANA,BENDER,Tokyo
erich_cooley,10.12.187.76,Unassociated,au,18:B9:90:17:08:7A,ws-erich_cooley,ERICH,COOLEY,Melbourne
lola_trujillo,10.8.197.118,Groups,ie,D7:47:95:36:08:6E,ws-lola_trujillo,LOLA,TRUJILLO,Galway
mary_rosales,10.10.141.64,T1-Roles,fr,4E:67:15:3C:D4:DD,ws-mary_rosales,MARY,ROSALES,Paris
octavio_bean,10.6.209.130,Devices,ie,F1:77:FF:04:26:02,ws-octavio_bean,OCTAVIO,BEAN,Belfast
eliza_jacobs,10.6.184.63,SEC,ie,D0:39:D3:06:E2:79,ws-eliza_jacobs,ELIZA,JACOBS,Belfast
bianca_kelly,10.1.52.10,Groups,us,76:B2:D5:2F:D3:F3,ws-bianca_kelly,BIANCA,KELLY,Boston
alonzo_benjamin,10.3.228.84,Test,us,57:BF:FA:FE:51:B4,ws-alonzo_benjamin,ALONZO,BENJAMIN,Austin
dominick_bender,10.6.142.142,ServiceAccounts,ie,E8:BB:C5:BE:6C:58,ws-dominick_bender,DOMINICK,BENDER,Belfast
michele_ramos,10.7.253.245,FIN,ie,7F:A3:BF:0C:95:C2,ws-michele_ramos,MICHELE,RAMOS,Dublin
debbie_rice,10.12.117.47,Devices,au,F2:71:43:E8:F3:99,ws-debbie_rice,DEBBIE,RICE,Melbourne
sheri_hopper,10.16.199.232,ServiceAccounts,in,57:51:BA:FC:81:C9,ws-sheri_hopper,SHERI,HOPPER,Bangalore
gabriela_blake,10.6.91.191,Groups,ie,6C:DF:FF:42:4B:25,ws-gabriela_blake,GABRIELA,BLAKE,Belfast
kay_poole,10.2.72.59,AZR,us,21:E5:75:00:A9:8A,ws-kay_poole,KAY,POOLE,Arlington
frances_eaton,10.4.55.97,Test,us,F1:8A:E8:A6:E5:97,ws-frances_eaton,FRANCES,EATON,Tampa
cecil_goff,10.2.23.100,TST,us,EF:45:AC:14:93:27,ws-cecil_goff,CECIL,GOFF,Arlington
chasity_figueroa,10.14.10.242,FIN,il,94:51:B6:9F:7C:F4,ws-chasity_figueroa,CHASITY,FIGUEROA,Tel Aviv
burton_mayo,10.6.151.178,Test,ie,7D:57:8F:89:81:D5,ws-burton_mayo,BURTON,MAYO,Belfast
mitchel_mcdonald,10.2.166.112,T2-Permissions,us,3E:1A:5F:BB:61:23,ws-mitchel_mcdonald,MITCHEL,MCDONALD,Arlington
frederick_moore,10.2.71.140,OGC,us,34:26:08:17:B0:16,ws-frederick_moore,FREDERICK,MOORE,Arlington
lynne_howe,10.3.45.142,ServiceAccounts,us,6F:A2:B4:2A:0A:FE,ws-lynne_howe,LYNNE,HOWE,Austin
deandre_santiago,10.1.218.194,ServiceAccounts,us,C1:D7:14:46:EA:C0,ws-deandre_santiago,DEANDRE,SANTIAGO,Boston
alphonse_shannon,10.14.237.173,Groups,il,29:72:13:6C:DF:56,ws-alphonse_shannon,ALPHONSE,SHANNON,Tel Aviv
bethany_harrington,10.6.145.38,T2-Devices,ie,09:E2:3C:C8:1A:A8,ws-bethany_harrington,BETHANY,HARRINGTON,Belfast
jonathon_ferguson,10.6.241.164,ServiceAccounts,ie,B1:14:6C:A8:54:E2,ws-jonathon_ferguson,JONATHON,FERGUSON,Belfast
melody_ballard,10.1.90.168,Devices,us,69:E9:AD:2B:A6:08,ws-melody_ballard,MELODY,BALLARD,Boston
kathleen_davidson,10.3.229.120,Devices,us,8C:91:DA:3A:71:77,ws-kathleen_davidson,KATHLEEN,DAVIDSON,Austin
cara_doyle,10.6.60.107,Test,ie,47:CB:AF:39:94:B1,ws-cara_doyle,CARA,DOYLE,Belfast
angelita_norman,10.4.48.198,Groups,us,9B:21:BB:D5:92:5B,ws-angelita_norman,ANGELITA,NORMAN,Tampa
bruno_wilcox,10.5.90.176,Groups,gb,36:8F:FA:63:2F:38,ws-bruno_wilcox,BRUNO,WILCOX,Reading
ramon_osborn,10.1.49.71,SEC,us,0A:EE:69:65:20:AF,ws-ramon_osborn,RAMON,OSBORN,Boston
thanh_padilla,10.4.71.197,HRE,us,CF:8F:92:69:53:7D,ws-thanh_padilla,THANH,PADILLA,Tampa
lourdes_guzman,10.10.6.201,Devices,fr,4D:CA:FD:9B:AE:C1,ws-lourdes_guzman,LOURDES,GUZMAN,Paris
santiago_carson,10.12.221.57,ServiceAccounts,au,71:43:F5:89:08:EE,ws-santiago_carson,SANTIAGO,CARSON,Melbourne
paula_gonzalez,10.2.58.236,Devices,us,A5:E4:D2:4B:EE:E0,ws-paula_gonzalez,PAULA,GONZALEZ,Arlington
alfonso_schneider,10.11.75.184,ServiceAccounts,cz,94:B6:F4:96:92:CD,ws-alfonso_schneider,ALFONSO,SCHNEIDER,Prague
yolanda_hinton,10.13.220.213,Groups,sg,C3:68:C7:43:B1:A5,ws-yolanda_hinton,YOLANDA,HINTON,Singapore
rudolph_peters,10.4.172.235,Devices,us,23:2A:87:CF:53:4F,ws-rudolph_peters,RUDOLPH,PETERS,Tampa
elma_carey,10.5.131.197,Groups,gb,0B:FD:BB:69:E0:B9,ws-elma_carey,ELMA,CAREY,Reading
elijah_myers,10.8.131.193,T0-Permissions,ie,1F:68:0A:D5:31:0A,ws-elijah_myers,ELIJAH,MYERS,Galway
don_bradley,10.11.181.40,ServiceAccounts,cz,A3:6D:AD:FF:7F:99,ws-don_bradley,DON,BRADLEY,Prague
lillian_macias,10.8.71.81,BDE,ie,D8:DE:BB:DC:59:E1,ws-lillian_macias,LILLIAN,MACIAS,Galway
allie_burgess,10.14.177.78,Devices,il,8F:2E:D1:B7:56:19,ws-allie_burgess,ALLIE,BURGESS,Tel Aviv
royce_williamson,10.9.19.77,Devices,de,3A:F0:5F:5E:06:F6,ws-royce_williamson,ROYCE,WILLIAMSON,Munich
florine_long,10.2.103.124,ServiceAccounts,us,9D:83:8A:FB:53:41,ws-florine_long,FLORINE,LONG,Arlington
nigel_moss,10.7.4.37,ServiceAccounts,ie,8A:5C:80:F7:8D:86,ws-nigel_moss,NIGEL,MOSS,Dublin
randy_ortega,10.12.213.8,SEC,au,82:49:71:68:2C:3C,ws-randy_ortega,RANDY,ORTEGA,Melbourne
lauri_lowe,10.3.209.239,Devices,us,1A:64:EC:87:A9:F5,ws-lauri_lowe,LAURI,LOWE,Austin
lupe_velasquez,10.4.135.225,Devices,us,D2:EB:22:4B:24:49,ws-lupe_velasquez,LUPE,VELASQUEZ,Tampa
tyrone_morse,10.10.69.5,Groups,fr,86:6E:7D:EA:45:FD,ws-tyrone_morse,TYRONE,MORSE,Paris
debbie_olson,10.14.96.213,ServiceAccounts,il,FC:79:71:38:78:B5,ws-debbie_olson,DEBBIE,OLSON,Tel Aviv
lawanda_coleman,10.3.141.159,Devices,us,5F:15:65:0C:6A:27,ws-lawanda_coleman,LAWANDA,COLEMAN,Austin
ines_wagner,10.16.182.64,Groups,in,DC:C8:E2:02:C0:49,ws-ines_wagner,INES,WAGNER,Bangalore
kelley_strickland,10.15.137.38,ITS,jp,17:04:29:09:B9:1C,ws-kelley_strickland,KELLEY,STRICKLAND,Tokyo
jacob_mcdonald,10.1.146.104,Devices,us,F0:1A:87:CD:3A:F3,ws-jacob_mcdonald,JACOB,MCDONALD,Boston
jerrold_boone,10.12.75.178,Devices,au,D6:5B:6C:9B:35:E4,ws-jerrold_boone,JERROLD,BOONE,Melbourne
sean_stokes,10.7.42.222,Devices,ie,D5:8C:8F:7C:40:75,ws-sean_stokes,SEAN,STOKES,Dublin
raymundo_bender,10.12.35.40,FSR,au,5A:EE:FC:44:DB:F5,ws-raymundo_bender,RAYMUNDO,BENDER,Melbourne
josefa_newton,10.14.249.161,Test,il,C8:F8:CC:1A:01:B0,ws-josefa_newton,JOSEFA,NEWTON,Tel Aviv
nina_hodges,10.8.240.26,Groups,ie,7D:E0:28:95:4A:54,ws-nina_hodges,NINA,HODGES,Galway
norma_bond,10.15.220.248,Test,jp,4A:C3:6E:B1:5C:C5,ws-norma_bond,NORMA,BOND,Tokyo
elisa_cotton,10.12.181.3,Groups,au,94:5B:8C:30:88:4A,ws-elisa_cotton,ELISA,COTTON,Melbourne
charmaine_farrell,10.9.162.228,Groups,de,CA:52:D8:43:F2:83,ws-charmaine_farrell,CHARMAINE,FARRELL,Munich
charmaine_walls,10.16.121.18,ServiceAccounts,in,FB:78:D3:DC:50:3E,ws-charmaine_walls,CHARMAINE,WALLS,Bangalore
winston_vaughan,10.4.161.194,TST,us,9B:51:E6:D2:C9:84,ws-winston_vaughan,WINSTON,VAUGHAN,Tampa
martha_carson,10.13.251.84,Test,sg,83:4A:1D:74:19:E9,ws-martha_carson,MARTHA,CARSON,Singapore
maryellen_heath,10.16.84.207,FSR,in,7A:08:80:12:8D:A5,ws-maryellen_heath,MARYELLEN,HEATH,Bangalore
vonda_mitchell,10.7.71.207,ITS,ie,62:23:67:95:87:A5,ws-vonda_mitchell,VONDA,MITCHELL,Dublin
janette_fernandez,10.1.88.169,Groups,us,2F:07:DD:C6:B8:DD,ws-janette_fernandez,JANETTE,FERNANDEZ,Boston
angie_sellers,10.5.198.65,Tier 1,gb,32:00:73:B2:1D:D5,ws-angie_sellers,ANGIE,SELLERS,Reading
katina_lee,10.7.105.182,FIN,ie,86:EA:40:9C:DD:F4,ws-katina_lee,KATINA,LEE,Dublin
wilbert_robinson,10.6.133.99,Test,ie,82:09:70:A0:83:3E,ws-wilbert_robinson,WILBERT,ROBINSON,Belfast
maria_mccullough,10.6.25.70,ServiceAccounts,ie,A8:77:70:23:F2:46,ws-maria_mccullough,MARIA,MCCULLOUGH,Belfast
leonor_walton,10.5.125.224,T0-Permissions,gb,8D:DB:E4:F1:DA:8E,ws-leonor_walton,LEONOR,WALTON,Reading
staci_merritt,10.7.179.101,ServiceAccounts,ie,B3:34:BF:22:1B:BC,ws-staci_merritt,STACI,MERRITT,Dublin
lindsay_terrell,10.8.83.98,Devices,ie,F1:FC:D9:2E:7C:AE,ws-lindsay_terrell,LINDSAY,TERRELL,Galway
cathy_farrell,10.13.63.9,ServiceAccounts,sg,6E:EC:69:87:11:FE,ws-cathy_farrell,CATHY,FARRELL,Singapore
bernie_little,10.2.167.28,Groups,us,B4:E2:03:93:89:58,ws-bernie_little,BERNIE,LITTLE,Arlington
jose_mendoza,10.14.159.190,T2-Devices,il,D7:BC:80:E1:CF:1C,ws-jose_mendoza,JOSE,MENDOZA,Tel Aviv
zelma_meadows,10.8.16.58,Test,ie,4A:A3:2A:73:A3:C3,ws-zelma_meadows,ZELMA,MEADOWS,Galway
alma_dunlap,10.14.65.151,Groups,il,56:95:E6:1E:0D:85,ws-alma_dunlap,ALMA,DUNLAP,Tel Aviv
ernestine_benson,10.1.1.195,AWS,us,74:CB:84:E2:BA:A0,ws-ernestine_benson,ERNESTINE,BENSON,Boston
kenton_quinn,10.16.47.239,OGC,in,6D:32:11:69:45:66,ws-kenton_quinn,KENTON,QUINN,Bangalore
dustin_watts,10.9.195.114,T1-Servers,de,53:69:37:70:43:7F,ws-dustin_watts,DUSTIN,WATTS,Munich
richard_haley,10.3.86.16,Devices,us,7E:9E:AD:49:2D:07,ws-richard_haley,RICHARD,HALEY,Austin
megan_hale,10.4.250.130,Test,us,89:3B:39:62:FC:02,ws-megan_hale,MEGAN,HALE,Tampa
dave_randolph,10.14.174.195,SEC,il,B4:C0:77:DE:B6:41,ws-dave_randolph,DAVE,RANDOLPH,Tel Aviv
bert_wilson,10.14.190.136,AWS,il,F9:ED:C2:83:D1:24,ws-bert_wilson,BERT,WILSON,Tel Aviv
jodi_knowles,10.9.200.126,Groups,de,23:DE:9E:68:30:AC,ws-jodi_knowles,JODI,KNOWLES,Munich
tasha_britt,10.14.109.23,ServiceAccounts,il,9E:42:C8:4A:76:38,ws-tasha_britt,TASHA,BRITT,Tel Aviv
sheila_barton,10.1.122.226,ServiceAccounts,us,1A:87:9D:D9:D9:B3,ws-sheila_barton,SHEILA,BARTON,Boston
felipe_hahn,10.9.79.184,Test,de,06:5B:23:84:91:61,ws-felipe_hahn,FELIPE,HAHN,Munich
jennifer_ortiz,10.8.91.147,People,ie,C7:67:44:34:02:2E,ws-jennifer_ortiz,JENNIFER,ORTIZ,Galway
marcel_dillard,10.8.249.101,Staging,ie,5F:AA:42:A8:4C:72,ws-marcel_dillard,MARCEL,DILLARD,Galway
carl_boyer,10.8.134.35,Groups,ie,D6:6B:4D:F8:AE:A1,ws-carl_boyer,CARL,BOYER,Galway
pete_barnes,10.16.227.68,FIN,in,5C:37:73:29:FC:F9,ws-pete_barnes,PETE,BARNES,Bangalore
sung_woodard,10.3.13.232,Groups,us,DB:40:66:DB:EB:F4,ws-sung_woodard,SUNG,WOODARD,Austin
alta_salinas,10.8.90.142,Devices,ie,AA:37:E0:A9:65:2C,ws-alta_salinas,ALTA,SALINAS,Galway
bertha_duffy,10.1.25.158,Devices,us,A8:98:BB:08:01:D0,ws-bertha_duffy,BERTHA,DUFFY,Boston
donnell_grant,10.14.224.193,Tier 2,il,D6:46:23:E7:9D:40,ws-donnell_grant,DONNELL,GRANT,Tel Aviv
dana_shepherd,10.14.63.242,ServiceAccounts,il,8E:81:93:84:82:0C,ws-dana_shepherd,DANA,SHEPHERD,Tel Aviv
kirsten_gay,10.13.49.218,Devices,sg,7D:9F:3D:CE:83:8F,ws-kirsten_gay,KIRSTEN,GAY,Singapore
christi_sandoval,10.4.189.193,Test,us,24:E7:2E:00:D2:19,ws-christi_sandoval,CHRISTI,SANDOVAL,Tampa
salvador_charles,10.3.98.228,Devices,us,B8:F4:0C:92:93:B4,ws-salvador_charles,SALVADOR,CHARLES,Austin
horace_gilmore,10.11.172.119,Groups,cz,49:E4:A9:6F:BA:60,ws-horace_gilmore,HORACE,GILMORE,Prague
rolando_wiggins,10.8.66.215,Groups,ie,EC:7B:06:72:F1:1D,ws-rolando_wiggins,ROLANDO,WIGGINS,Galway
jarrett_petty,10.1.89.26,Groups,us,E9:EC:A8:E6:D9:CD,ws-jarrett_petty,JARRETT,PETTY,Boston
bernice_price,10.8.191.217,Devices,ie,CA:E9:A9:0B:76:08,ws-bernice_price,BERNICE,PRICE,Galway
carolina_clements,10.12.65.24,Test,au,12:B1:B1:BC:D8:A5,ws-carolina_clements,CAROLINA,CLEMENTS,Melbourne
nola_castillo,10.3.192.182,Groups,us,E6:33:C9:31:96:01,ws-nola_castillo,NOLA,CASTILLO,Austin
barbara_forbes,10.5.54.83,FSR,gb,B6:DB:07:9B:68:E7,ws-barbara_forbes,BARBARA,FORBES,Reading
bianca_fox,10.10.83.72,Groups,fr,71:D2:D0:E0:B1:18,ws-bianca_fox,BIANCA,FOX,Paris
karyn_carr,10.13.173.131,Test,sg,BE:A8:F0:F2:9E:CD,ws-karyn_carr,KARYN,CARR,Singapore
rachelle_sosa,10.2.71.200,FIN,us,D1:00:E1:D7:0F:5D,ws-rachelle_sosa,RACHELLE,SOSA,Arlington
alison_russo,10.3.92.227,ServiceAccounts,us,D8:7D:72:52:BA:87,ws-alison_russo,ALISON,RUSSO,Austin
myles_henson,10.13.190.207,Test,sg,19:AD:9E:2B:81:5A,ws-myles_henson,MYLES,HENSON,Singapore
janette_dotson,10.11.156.110,Admin,cz,9E:ED:DA:D8:06:8B,ws-janette_dotson,JANETTE,DOTSON,Prague
clyde_mendoza,10.3.218.142,HRE,us,43:4A:6A:4F:B8:8E,ws-clyde_mendoza,CLYDE,MENDOZA,Austin
lea_hughes,10.15.243.59,T1-Accounts,jp,04:AD:80:88:4D:86,ws-lea_hughes,LEA,HUGHES,Tokyo
josef_sloan,10.7.161.56,Groups,ie,60:AC:E5:3F:DE:4B,ws-josef_sloan,JOSEF,SLOAN,Dublin
russell_hardy,10.9.134.107,SEC,de,E8:52:26:0D:F6:16,ws-russell_hardy,RUSSELL,HARDY,Munich
hans_bryant,10.11.91.132,Staging,cz,2E:F7:DE:9E:66:A2,ws-hans_bryant,HANS,BRYANT,Prague
kirk_levine,10.10.61.108,ESM,fr,5D:58:83:59:D0:0A,ws-kirk_levine,KIRK,LEVINE,Paris
brooke_barrett,10.16.226.15,ServiceAccounts,in,35:9E:39:83:40:A0,ws-brooke_barrett,BROOKE,BARRETT,Bangalore
carmelo_cain,10.5.116.251,Groups,gb,9C:C1:E3:D9:6E:9B,ws-carmelo_cain,CARMELO,CAIN,Reading
shannon_collins,10.7.80.108,AWS,ie,A2:66:BD:BA:17:D1,ws-shannon_collins,SHANNON,COLLINS,Dublin
kelly_simpson,10.7.84.48,ServiceAccounts,ie,07:E0:F4:CC:06:5F,ws-kelly_simpson,KELLY,SIMPSON,Dublin
eileen_gill,10.16.104.231,FIN,in,69:AC:82:B8:F4:12,ws-eileen_gill,EILEEN,GILL,Bangalore
mauricio_christian,10.2.6.216,Devices,us,84:F8:2A:D7:84:89,ws-mauricio_christian,MAURICIO,CHRISTIAN,Arlington
herbert_hoover,10.3.173.218,ServiceAccounts,us,28:8D:2A:4C:73:9A,ws-herbert_hoover,HERBERT,HOOVER,Austin
carlo_brady,10.12.51.41,ServiceAccounts,au,7D:10:BC:97:33:CB,ws-carlo_brady,CARLO,BRADY,Melbourne
rickey_slater,10.10.198.68,FSR,fr,BA:46:9D:8F:90:08,ws-rickey_slater,RICKEY,SLATER,Paris
bianca_craft,10.6.32.146,Test,ie,40:BA:43:DC:E3:75,ws-bianca_craft,BIANCA,CRAFT,Belfast
erica_wheeler,10.10.116.100,BDE,fr,03:C0:7C:72:9C:28,ws-erica_wheeler,ERICA,WHEELER,Paris
melinda_ray,10.7.41.14,Test,ie,9F:C0:66:30:15:5F,ws-melinda_ray,MELINDA,RAY,Dublin
ezra_grimes,10.10.158.118,GOO,fr,27:F7:EF:CA:D5:70,ws-ezra_grimes,EZRA,GRIMES,Paris
darrell_clements,10.7.125.32,Devices,ie,88:17:AF:7B:72:0E,ws-darrell_clements,DARRELL,CLEMENTS,Dublin
humberto_donovan,10.2.127.252,Test,us,1A:9A:C7:2D:E8:29,ws-humberto_donovan,HUMBERTO,DONOVAN,Arlington
lola_pearson,10.7.203.252,T1-Servers,ie,D5:21:45:E1:69:18,ws-lola_pearson,LOLA,PEARSON,Dublin
monica_allen,10.13.85.48,Tier 0,sg,E5:D8:D9:E0:17:13,ws-monica_allen,MONICA,ALLEN,Singapore
julian_ruiz,10.11.12.67,Test,cz,16:D7:32:47:52:0C,ws-julian_ruiz,JULIAN,RUIZ,Prague
stefan_boyer,10.9.103.180,OGC,de,64:69:45:FD:ED:B4,ws-stefan_boyer,STEFAN,BOYER,Munich
gayle_patton,10.6.127.26,ServiceAccounts,ie,4C:3F:29:16:A4:8D,ws-gayle_patton,GAYLE,PATTON,Belfast
norberto_duncan,10.4.163.158,Devices,us,CA:5D:1D:56:78:16,ws-norberto_duncan,NORBERTO,DUNCAN,Tampa
graham_mays,10.11.215.78,ITS,cz,7A:D3:DC:30:F8:FD,ws-graham_mays,GRAHAM,MAYS,Prague
adrian_poole,10.1.166.242,Devices,us,F6:9D:19:83:A4:9F,ws-adrian_poole,ADRIAN,POOLE,Boston
kathrine_reilly,10.3.125.183,Groups,us,52:EC:46:8A:AB:89,ws-kathrine_reilly,KATHRINE,REILLY,Austin
karla_sosa,10.10.66.188,Groups,fr,A5:53:95:E0:4A:68,ws-karla_sosa,KARLA,SOSA,Paris
alana_weaver,10.7.72.197,Groups,ie,5C:F9:59:91:25:C7,ws-alana_weaver,ALANA,WEAVER,Dublin
arlene_odom,10.3.218.244,Devices,us,33:6A:16:28:67:A9,ws-arlene_odom,ARLENE,ODOM,Austin
antoine_gordon,10.12.90.205,Devices,au,CA:D0:27:E1:36:55,ws-antoine_gordon,ANTOINE,GORDON,Melbourne
naomi_sykes,10.12.11.21,Test,au,95:F7:92:43:5B:31,ws-naomi_sykes,NAOMI,SYKES,Melbourne
ben_abbott,10.10.186.74,Testing,fr,06:23:DE:C8:C3:BF,ws-ben_abbott,BEN,ABBOTT,Paris
corina_davis,10.2.177.50,Groups,us,8E:08:DF:95:7A:EC,ws-corina_davis,CORINA,DAVIS,Arlington
jeffry_morrow,10.1.112.65,ServiceAccounts,us,F1:EA:E9:9B:43:03,ws-jeffry_morrow,JEFFRY,MORROW,Boston
don_hurst,10.8.166.221,ServiceAccounts,ie,14:30:AD:1C:9C:36,ws-don_hurst,DON,HURST,Galway
sandy_fletcher,10.16.73.140,ServiceAccounts,in,57:A3:3C:97:9D:98,ws-sandy_fletcher,SANDY,FLETCHER,Bangalore
dionne_riddle,10.6.113.119,T0-Permissions,ie,9B:A8:CF:3D:F0:AA,ws-dionne_riddle,DIONNE,RIDDLE,Belfast
jarrod_vang,10.6.81.118,Test,ie,C2:E5:67:91:51:7B,ws-jarrod_vang,JARROD,VANG,Belfast
collin_bowen,10.7.146.206,ServiceAccounts,ie,A1:41:70:CA:FF:C7,ws-collin_bowen,COLLIN,BOWEN,Dublin
alma_guerra,10.6.27.192,Devices,ie,64:2C:5E:D0:58:D5,ws-alma_guerra,ALMA,GUERRA,Belfast
bethany_barker,10.11.56.80,Test,cz,6D:0C:49:E3:EC:31,ws-bethany_barker,BETHANY,BARKER,Prague
deandre_maldonado,10.15.56.62,Groups,jp,BC:F7:E8:94:3E:7A,ws-deandre_maldonado,DEANDRE,MALDONADO,Tokyo
darcy_church,10.13.162.92,Devices,sg,29:92:A3:F3:E3:0D,ws-darcy_church,DARCY,CHURCH,Singapore
anita_rice,10.11.211.85,Test,cz,15:F0:E6:A7:50:E3,ws-anita_rice,ANITA,RICE,Prague
oscar_raymond,10.4.177.187,Groups,us,89:BB:B5:FF:DA:2C,ws-oscar_raymond,OSCAR,RAYMOND,Tampa
jon_reese,10.14.65.111,AZR,il,03:AB:58:0B:5F:3E,ws-jon_reese,JON,REESE,Tel Aviv
doug_walsh,10.14.11.190,Groups,il,F1:3B:E1:BF:7D:F9,ws-doug_walsh,DOUG,WALSH,Tel Aviv
cyrus_rios,10.10.245.192,Devices,fr,05:7C:44:F9:24:25,ws-cyrus_rios,CYRUS,RIOS,Paris
debbie_mejia,10.5.218.93,Test,gb,0B:A7:2C:8F:49:0D,ws-debbie_mejia,DEBBIE,MEJIA,Reading
leila_ramirez,10.16.203.55,Devices,in,B2:CD:E5:32:C9:70,ws-leila_ramirez,LEILA,RAMIREZ,Bangalore
liza_peterson,10.1.253.97,Devices,us,97:C8:F4:26:20:37,ws-liza_peterson,LIZA,PETERSON,Boston
claude_sexton,10.4.91.132,FIN,us,3F:20:63:42:A6:0A,ws-claude_sexton,CLAUDE,SEXTON,Tampa
terrance_leon,10.16.201.187,ServiceAccounts,in,16:D0:81:39:33:32,ws-terrance_leon,TERRANCE,LEON,Bangalore
shauna_sosa,10.1.243.128,ServiceAccounts,us,66:81:1B:35:5C:4A,ws-shauna_sosa,SHAUNA,SOSA,Boston
